,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,AGE_YEARS,YEARS_EMPLOYED,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,GoodBorrower,Employed_period
14789,5061353,0,1,4,3,50.17260274,13.55068493,0,3,1,0,14
14790,5061354,0,1,4,1,35.74794521,1.205479452,1,12,3,1,1
14791,5061355,0,1,4,1,35.74794521,1.205479452,1,12,3,1,1
14792,5061356,0,1,4,1,35.74794521,1.205479452,1,12,3,1,1
14793,5061357,0,1,4,1,35.74794521,1.205479452,1,12,3,0,1
14794,5061358,0,1,1,1,57.18356164,-1000.665753,0,18,2,1,0
14795,5061359,0,1,1,1,57.18356164,-1000.665753,0,18,2,0,0
14796,5061360,0,1,1,1,57.18356164,-1000.665753,0,18,2,0,0
14797,5061361,0,1,4,3,25.06027397,0.542465753,0,16,1,1,1
14798,5061362,1,1,1,3,25.84931507,1.457534247,0,4,1,1,1
14799,5061363,1,1,1,3,25.84931507,1.457534247,0,4,1,0,1
14800,5061364,1,1,1,3,25.84931507,1.457534247,0,4,1,1,1
14801,5061365,1,1,1,3,25.84931507,1.457534247,0,4,1,1,1
14802,5061368,0,1,4,3,46.76164384,22.80821918,0,8,2,1,23
14803,5061369,0,1,4,3,46.76164384,22.80821918,0,8,2,1,23
14804,5061370,0,1,4,3,46.76164384,22.80821918,0,8,2,0,23
14805,5061371,0,1,4,3,46.76164384,22.80821918,0,8,2,1,23
14806,5061372,0,1,4,3,46.76164384,22.80821918,0,8,2,1,23
14807,5061376,1,1,4,1,54.11232877,7.8,1,18,2,1,8
14808,5061377,1,1,4,1,54.11232877,7.8,1,18,2,1,8
14809,5061378,1,1,4,1,54.11232877,7.8,1,18,2,1,8
14810,5061379,1,1,4,1,54.11232877,7.8,1,18,2,1,8
14811,5061381,1,0,4,1,43.86027397,12.71780822,0,14,2,0,13
14812,5061382,1,0,4,1,43.86027397,12.71780822,0,14,2,1,13
14813,5061383,1,0,4,1,43.86027397,12.71780822,0,14,2,0,13
14814,5061384,1,0,4,1,43.86027397,12.71780822,0,14,2,0,13
14815,5061385,1,0,4,1,43.86027397,12.71780822,0,14,2,1,13
14816,5061386,1,0,4,1,43.86027397,12.71780822,0,14,2,1,13
14817,5061388,1,1,4,1,37.39452055,4.046575342,1,11,3,1,4
14818,5061389,1,1,4,1,37.39452055,4.046575342,1,11,3,1,4
14819,5061390,0,1,4,4,57.68767123,-1000.665753,0,18,1,1,0
14820,5061391,0,1,4,4,57.68767123,-1000.665753,0,18,1,0,0
14821,5061392,0,1,4,4,57.68767123,-1000.665753,0,18,1,1,0
14822,5061393,0,1,4,4,57.68767123,-1000.665753,0,18,1,1,0
14823,5061394,0,1,4,4,57.68767123,-1000.665753,0,18,1,1,0
14824,5061396,0,1,3,1,64.17260274,-1000.665753,0,18,2,0,0
14825,5061397,0,1,3,1,64.17260274,-1000.665753,0,18,2,1,0
14826,5061398,0,1,3,1,64.17260274,-1000.665753,0,18,2,0,0
14827,5061399,0,1,3,1,64.17260274,-1000.665753,0,18,2,1,0
14828,5061400,0,0,4,4,44.80547945,-1000.665753,0,18,1,1,0
14829,5061401,0,0,4,4,44.80547945,-1000.665753,0,18,1,1,0
14830,5061402,0,0,4,4,44.80547945,-1000.665753,0,18,1,1,0
14831,5061403,1,1,4,1,35.65479452,3.797260274,1,8,4,0,4
14832,5061404,1,1,4,1,35.65479452,3.797260274,1,8,4,0,4
14833,5061405,1,1,4,1,35.65479452,3.797260274,1,8,4,1,4
14834,5061409,0,1,4,1,62.2109589,-1000.665753,0,18,2,1,0
14835,5061410,0,1,4,1,62.2109589,-1000.665753,0,18,2,1,0
14836,5061411,0,1,4,0,39.69315068,19.63835616,0,2,2,1,20
14837,5061412,0,1,4,0,39.69315068,19.63835616,0,2,2,0,20
14838,5061413,0,1,4,0,39.69315068,19.63835616,0,2,2,0,20
14839,5061414,0,1,4,0,39.69315068,19.63835616,0,2,2,1,20
14840,5061415,0,1,1,1,46.96986301,2.876712329,1,3,2,1,3
14841,5061416,0,1,1,1,46.96986301,2.876712329,1,3,2,0,3
14842,5061417,0,1,1,1,46.96986301,2.876712329,1,3,2,0,3
14843,5061418,0,1,3,0,40.02465753,5.046575342,0,14,2,1,5
14844,5061419,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14845,5061421,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14846,5061422,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14847,5061423,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14848,5061424,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14849,5061427,0,1,4,1,44.45753425,13.29863014,0,14,2,1,13
14850,5061428,0,1,4,1,37.70958904,3.043835616,0,18,2,0,3
14851,5061429,0,1,4,1,67.18082192,-1000.665753,0,18,2,1,0
14852,5061430,0,1,4,1,65.32328767,-1000.665753,0,18,2,1,0
14853,5061431,0,1,4,1,65.32328767,-1000.665753,0,18,2,0,0
14854,5061432,0,1,4,1,65.32328767,-1000.665753,0,18,2,1,0
14855,5061433,0,1,4,1,65.32328767,-1000.665753,0,18,2,1,0
14856,5061434,0,1,4,3,36.80547945,9.630136986,1,18,1,1,10
14857,5061435,0,1,4,3,36.80547945,9.630136986,1,18,1,1,10
14858,5061436,0,1,4,3,36.80547945,9.630136986,1,18,1,1,10
14859,5061437,0,1,4,3,36.80547945,9.630136986,1,18,1,1,10
14860,5061438,0,1,1,1,58.27671233,39.65205479,1,6,3,1,40
14861,5061439,0,1,1,1,58.27671233,39.65205479,1,6,3,1,40
14862,5061440,0,1,1,1,58.27671233,39.65205479,1,6,3,1,40
14863,5061441,0,1,1,1,58.27671233,39.65205479,1,6,3,0,40
14864,5061442,0,1,1,1,58.27671233,39.65205479,1,6,3,1,40
14865,5061443,0,1,1,1,58.27671233,39.65205479,1,6,3,1,40
14866,5061449,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14867,5061450,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14868,5061452,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14869,5061455,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14870,5061456,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14871,5061457,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14872,5061458,0,1,4,1,49.62739726,27.72876712,0,6,2,0,28
14873,5061459,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14874,5061460,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14875,5061461,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14876,5061462,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14877,5061463,0,1,4,1,49.62739726,27.72876712,0,6,2,1,28
14878,5061467,1,1,4,1,32.31232877,4.712328767,0,8,2,0,5
14879,5061469,0,1,1,1,29.6739726,3.460273973,0,8,3,0,3
14880,5061470,0,1,1,1,29.6739726,3.460273973,0,8,3,0,3
14881,5061471,0,1,1,1,29.6739726,3.460273973,0,8,3,0,3
14882,5061472,0,1,1,1,29.6739726,3.460273973,0,8,3,1,3
14883,5061473,1,1,1,1,30.94794521,8.715068493,0,6,3,1,9
14884,5061474,1,1,1,1,30.94794521,8.715068493,0,6,3,0,9
14885,5061475,1,1,1,1,30.94794521,8.715068493,0,6,3,0,9
14886,5061476,1,1,1,1,30.94794521,8.715068493,0,6,3,0,9
14887,5061477,1,1,1,1,30.94794521,8.715068493,0,6,3,1,9
14888,5061478,1,1,1,1,30.94794521,8.715068493,0,6,3,1,9
14889,5061479,1,1,1,1,30.94794521,8.715068493,0,6,3,1,9
14890,5061481,0,1,1,1,26.34246575,6.208219178,1,10,3,1,6
14891,5061482,0,1,1,1,26.34246575,6.208219178,1,10,3,1,6
14892,5061483,0,1,1,1,26.34246575,6.208219178,1,10,3,1,6
14893,5061484,1,1,1,1,38.25753425,2.290410959,1,4,5,1,2
14894,5061485,1,1,1,1,38.25753425,2.290410959,1,4,5,1,2
14895,5061486,1,1,1,1,38.25753425,2.290410959,1,4,5,0,2
14896,5061488,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14897,5061489,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14898,5061493,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14899,5061494,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14900,5061495,0,1,2,1,43.69315068,25.64109589,0,18,3,0,26
14901,5061496,0,1,2,1,43.69315068,25.64109589,0,18,3,0,26
14902,5061497,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14903,5061498,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14904,5061499,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14905,5061500,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14906,5061501,0,1,2,1,43.69315068,25.64109589,0,18,3,1,26
14907,5061503,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14908,5061504,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14909,5061505,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14910,5061506,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14911,5061507,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14912,5061508,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14913,5061509,0,1,4,1,58.80547945,-1000.665753,0,18,2,1,0
14914,5061510,0,1,4,1,58.80547945,-1000.665753,0,18,2,0,0
14915,5061512,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14916,5061513,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14917,5061514,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14918,5061517,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14919,5061518,0,1,4,1,51.41643836,5.046575342,0,1,2,0,5
14920,5061519,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14921,5061520,0,1,4,1,51.41643836,5.046575342,0,1,2,0,5
14922,5061521,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14923,5061522,0,1,4,1,51.41643836,5.046575342,0,1,2,1,5
14924,5061523,0,1,4,1,51.41643836,5.046575342,0,1,2,0,5
14925,5061525,0,1,4,4,65.02191781,-1000.665753,1,18,1,0,0
14926,5061526,0,1,4,4,65.02191781,-1000.665753,1,18,1,1,0
14927,5061527,0,1,4,4,65.02191781,-1000.665753,1,18,1,1,0
14928,5061528,0,1,4,1,38.77260274,12.80273973,0,18,3,1,13
14929,5061530,0,1,4,1,38.77260274,12.80273973,0,18,3,0,13
14930,5061531,0,1,4,1,38.77260274,12.80273973,0,18,3,0,13
14931,5061532,0,1,4,1,38.77260274,12.80273973,0,18,3,1,13
14932,5061533,0,1,4,1,38.77260274,12.80273973,0,18,3,1,13
14933,5061535,0,1,4,1,38.77260274,12.80273973,0,18,3,0,13
14934,5061536,0,1,4,1,38.77260274,12.80273973,0,18,3,0,13
14935,5061538,0,1,4,1,38.77260274,12.80273973,0,18,3,1,13
14936,5061547,1,1,4,1,66.08493151,-1000.665753,0,18,2,1,0
14937,5061548,1,1,4,1,66.08493151,-1000.665753,0,18,2,0,0
14938,5061549,1,1,4,1,66.08493151,-1000.665753,0,18,2,1,0
14939,5061551,1,1,4,1,66.08493151,-1000.665753,0,18,2,0,0
14940,5061552,1,1,4,1,66.08493151,-1000.665753,0,18,2,0,0
14941,5061553,1,1,4,1,66.08493151,-1000.665753,0,18,2,0,0
14942,5061554,1,1,4,1,66.08493151,-1000.665753,0,18,2,0,0
14943,5061555,1,1,4,1,66.08493151,-1000.665753,0,18,2,1,0
14944,5061556,1,1,4,1,66.08493151,-1000.665753,0,18,2,1,0
14945,5061557,0,1,4,1,41.22465753,4.712328767,0,8,2,1,5
14946,5061558,0,1,4,1,41.22465753,4.712328767,0,8,2,1,5
14947,5061559,0,1,4,1,41.22465753,4.712328767,0,8,2,1,5
14948,5061560,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14949,5061561,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14950,5061562,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14951,5061563,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14952,5061564,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14953,5061565,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14954,5061566,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14955,5061567,0,1,4,1,51.39452055,-1000.665753,0,18,2,0,0
14956,5061568,0,1,4,1,51.39452055,-1000.665753,0,18,2,1,0
14957,5061569,0,0,4,1,50.55342466,0.375342466,0,8,2,0,0
14958,5061570,0,0,4,1,50.55342466,0.375342466,0,8,2,0,0
14959,5061571,0,0,4,1,50.55342466,0.375342466,0,8,2,1,0
14960,5061572,0,0,4,1,50.55342466,0.375342466,0,8,2,1,0
14961,5061578,0,1,1,1,53.92328767,10.63013699,1,10,2,1,11
14962,5061579,0,1,1,1,53.92328767,10.63013699,1,10,2,0,11
14963,5061580,0,1,1,1,53.92328767,10.63013699,1,10,2,0,11
14964,5061581,0,1,1,1,53.92328767,10.63013699,1,10,2,0,11
14965,5061582,0,1,1,1,53.92328767,10.63013699,1,10,2,1,11
14966,5061586,0,1,4,4,62.65753425,-1000.665753,1,18,1,1,0
14967,5061587,0,1,4,4,62.65753425,-1000.665753,1,18,1,1,0
14968,5061588,0,1,4,4,62.65753425,-1000.665753,1,18,1,0,0
14969,5061589,0,1,4,4,62.65753425,-1000.665753,1,18,1,1,0
14970,5061590,0,1,4,4,62.65753425,-1000.665753,1,18,1,1,0
14971,5061593,1,1,4,1,51.16712329,1.457534247,0,3,4,1,1
14972,5061594,1,1,4,1,51.16712329,1.457534247,0,3,4,0,1
14973,5061595,1,1,4,1,51.16712329,1.457534247,0,3,4,0,1
14974,5061596,1,1,4,1,51.16712329,1.457534247,0,3,4,1,1
14975,5061598,0,1,4,2,53.85753425,0.876712329,0,14,1,1,1
14976,5061599,0,1,4,2,53.85753425,0.876712329,0,14,1,1,1
14977,5061601,0,1,4,2,53.85753425,0.876712329,0,14,1,1,1
14978,5061602,0,1,4,2,53.85753425,0.876712329,0,14,1,0,1
14979,5061603,0,1,4,0,67.20547945,-1000.665753,0,18,2,1,0
14980,5061604,0,1,4,0,67.20547945,-1000.665753,0,18,2,0,0
14981,5061607,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14982,5061608,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14983,5061609,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14984,5061610,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14985,5061611,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14986,5061612,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14987,5061613,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14988,5061614,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14989,5061615,1,1,4,1,31.17260274,2.375342466,0,4,3,1,2
14990,5061618,1,1,2,3,32.72054795,8.630136986,0,6,1,0,9
14991,5061619,1,1,2,3,32.72054795,8.630136986,0,6,1,1,9
14992,5061620,1,1,2,3,32.72054795,8.630136986,0,6,1,0,9
14993,5061621,1,1,2,3,32.72054795,8.630136986,0,6,1,1,9
14994,5061622,1,1,2,3,32.72054795,8.630136986,0,6,1,1,9
14995,5061623,1,1,4,3,25.15342466,0.876712329,0,11,1,1,1
14996,5061624,1,1,4,3,25.15342466,0.876712329,0,11,1,0,1
14997,5061625,1,1,4,3,25.15342466,0.876712329,0,11,1,0,1
14998,5061626,0,1,4,3,61.05753425,-1000.665753,0,18,1,0,0
14999,5061627,0,1,4,3,61.05753425,-1000.665753,0,18,1,0,0
15000,5061628,0,1,4,3,61.05753425,-1000.665753,0,18,1,1,0
15001,5061629,0,1,4,3,61.05753425,-1000.665753,0,18,1,0,0
15002,5061630,0,1,4,3,61.05753425,-1000.665753,0,18,1,0,0
15003,5061631,0,1,4,3,61.05753425,-1000.665753,0,18,1,0,0
15004,5061632,0,1,4,3,61.05753425,-1000.665753,0,18,1,1,0
15005,5061633,0,1,4,3,61.05753425,-1000.665753,0,18,1,1,0
15006,5061636,0,1,4,1,59.35342466,-1000.665753,0,18,2,0,0
15007,5061637,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15008,5061638,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15009,5061639,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15010,5061640,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15011,5061641,0,1,4,1,59.35342466,-1000.665753,0,18,2,0,0
15012,5061642,0,1,4,1,59.35342466,-1000.665753,0,18,2,0,0
15013,5061644,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15014,5061645,0,1,4,1,59.35342466,-1000.665753,0,18,2,1,0
15015,5061646,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15016,5061647,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15017,5061648,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15018,5061649,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15019,5061650,0,1,2,1,24.51506849,4.797260274,0,3,3,0,5
15020,5061651,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15021,5061652,0,1,2,1,24.51506849,4.797260274,0,3,3,1,5
15022,5061653,1,1,4,1,46.1890411,4.545205479,0,4,2,0,5
15023,5061654,1,1,4,1,46.1890411,4.545205479,0,4,2,1,5
15024,5061655,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15025,5061656,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15026,5061657,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15027,5061658,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15028,5061659,0,0,4,4,62.36986301,-1000.665753,0,18,1,0,0
15029,5061660,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15030,5061661,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15031,5061662,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15032,5061663,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15033,5061664,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15034,5061665,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15035,5061666,0,0,4,4,62.36986301,-1000.665753,0,18,1,1,0
15036,5061667,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15037,5061668,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15038,5061669,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15039,5061670,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15040,5061671,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15041,5061672,1,1,4,1,58.01917808,-1000.665753,0,18,2,1,0
15042,5061673,1,1,4,1,58.01917808,-1000.665753,0,18,2,0,0
15043,5061676,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15044,5061677,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15045,5061678,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15046,5061679,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15047,5061680,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15048,5061681,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15049,5061682,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15050,5061683,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15051,5061684,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15052,5061685,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15053,5061687,0,0,4,1,32.3890411,11.63287671,0,18,2,1,12
15054,5061688,0,1,1,1,24.99178082,4.293150685,1,17,3,1,4
15055,5061689,0,1,1,1,24.99178082,4.293150685,1,17,3,1,4
15056,5061690,0,1,1,1,24.99178082,4.293150685,1,17,3,0,4
15057,5061692,0,1,1,1,24.99178082,4.293150685,1,17,3,0,4
15058,5061693,0,1,4,0,53.87945205,-1000.665753,0,18,2,0,0
15059,5061694,0,1,2,2,36.88493151,5.460273973,0,16,1,1,5
15060,5061695,0,1,2,2,36.88493151,5.460273973,0,16,1,1,5
15061,5061696,0,1,2,2,36.88493151,5.460273973,0,16,1,1,5
15062,5061697,0,1,2,2,36.88493151,5.460273973,0,16,1,1,5
15063,5061698,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15064,5061699,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15065,5061700,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15066,5061701,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15067,5061702,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15068,5061703,1,1,4,1,48.87671233,5.460273973,1,6,2,0,5
15069,5061704,1,1,4,1,48.87671233,5.460273973,1,6,2,0,5
15070,5061705,1,1,4,1,48.87671233,5.460273973,1,6,2,0,5
15071,5061706,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15072,5061707,1,1,4,1,48.87671233,5.460273973,1,6,2,1,5
15073,5061712,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15074,5061713,0,1,2,4,66.56164384,-1000.665753,0,18,1,0,0
15075,5061714,0,1,2,4,66.56164384,-1000.665753,0,18,1,0,0
15076,5061715,0,1,2,4,66.56164384,-1000.665753,0,18,1,0,0
15077,5061716,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15078,5061718,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15079,5061719,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15080,5061720,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15081,5061721,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15082,5061722,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15083,5061723,0,1,2,4,66.56164384,-1000.665753,0,18,1,0,0
15084,5061724,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15085,5061725,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15086,5061726,0,1,2,4,66.56164384,-1000.665753,0,18,1,1,0
15087,5061727,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15088,5061728,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15089,5061729,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15090,5061730,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15091,5061731,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15092,5061732,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15093,5061733,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15094,5061738,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15095,5061739,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15096,5061740,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15097,5061741,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15098,5061742,0,1,4,3,65.55890411,-1000.665753,0,18,1,0,0
15099,5061743,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15100,5061744,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15101,5061745,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15102,5061746,0,1,4,3,65.55890411,-1000.665753,0,18,1,0,0
15103,5061747,0,1,4,3,65.55890411,-1000.665753,0,18,1,0,0
15104,5061748,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15105,5061749,0,1,4,3,65.55890411,-1000.665753,0,18,1,1,0
15106,5061753,0,1,4,1,63.10958904,-1000.665753,0,18,2,1,0
15107,5061755,1,0,1,1,30.85479452,1.542465753,1,0,3,1,2
15108,5061758,1,0,1,1,30.85479452,1.542465753,1,0,3,0,2
15109,5061759,1,0,1,1,30.85479452,1.542465753,1,0,3,0,2
15110,5061761,1,0,1,1,30.85479452,1.542465753,1,0,3,0,2
15111,5061762,1,0,1,1,30.85479452,1.542465753,1,0,3,1,2
15112,5061766,0,1,1,1,60.50684932,7.630136986,0,16,2,1,8
15113,5061767,0,1,1,1,60.50684932,7.630136986,0,16,2,1,8
15114,5061768,0,1,1,1,60.50684932,7.630136986,0,16,2,0,8
15115,5061769,0,1,1,1,60.50684932,7.630136986,0,16,2,0,8
15116,5061770,0,1,1,1,60.50684932,7.630136986,0,16,2,1,8
15117,5061773,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15118,5061774,0,1,4,2,57.66849315,-1000.665753,0,18,1,0,0
15119,5061778,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15120,5061780,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15121,5061781,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15122,5061782,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15123,5061783,0,1,4,2,57.66849315,-1000.665753,0,18,1,1,0
15124,5061784,0,1,4,1,38.8630137,2.624657534,1,8,3,1,3
15125,5061785,0,1,4,1,38.8630137,2.624657534,1,8,3,0,3
15126,5061786,0,1,4,1,38.8630137,2.624657534,1,8,3,1,3
15127,5061787,0,1,4,1,38.8630137,2.624657534,1,8,3,0,3
15128,5061788,0,1,4,1,38.8630137,2.624657534,1,8,3,0,3
15129,5061789,0,0,1,1,55.39452055,-1000.665753,0,18,2,0,0
15130,5061790,0,0,1,1,55.39452055,-1000.665753,0,18,2,1,0
15131,5061791,0,0,1,1,55.39452055,-1000.665753,0,18,2,1,0
15132,5061792,0,0,1,1,55.39452055,-1000.665753,0,18,2,1,0
15133,5061793,0,1,4,3,29.02465753,5.797260274,1,16,1,1,6
15134,5061794,0,1,4,3,29.02465753,5.797260274,1,16,1,1,6
15135,5061795,0,1,4,3,29.02465753,5.797260274,1,16,1,1,6
15136,5061796,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15137,5061797,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15138,5061798,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15139,5061799,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15140,5061800,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15141,5061801,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15142,5061802,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15143,5061803,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15144,5061804,0,1,4,4,57.3260274,2.876712329,0,1,1,0,3
15145,5061807,0,1,4,4,57.3260274,2.876712329,0,1,1,0,3
15146,5061808,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15147,5061809,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15148,5061810,0,1,4,4,57.3260274,2.876712329,0,1,1,1,3
15149,5061811,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15150,5061812,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15151,5061813,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15152,5061814,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15153,5061815,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15154,5061816,0,1,2,3,22.86849315,4.378082192,0,8,1,0,4
15155,5061817,0,1,2,3,22.86849315,4.378082192,0,8,1,0,4
15156,5061818,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15157,5061819,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15158,5061820,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
15159,5061821,0,1,2,3,22.86849315,4.378082192,0,8,1,1,4
